Country,2008-2013
ALB,96
DZA,53
AND,100
ATG,88
ARG,36
ARM,100
AUT,100
AZE,27
BHR,100
BGD,5
BRB,100
BLR,61
BEL,100
BTN,43
BIH,100
BWA,23
BRA,46
BRN,100
KHM,7
CHL,78
COL,71
CRI,39
HRV,100
CYP,100
CZE,100
DNK,100
DMA,71
DOM,5
ECU,22
EGY,49
SLV,24
EST,99
ETH,2
FIN,100
GEO,100
GRD,61
GUY,4
HKG,100
HUN,99
IDN,42
IRN,87
JAM,93
JPN,99
JOR,85
KAZ,97
KOR,100
KGZ,6
LVA,100
LSO,10
LTU,100
MYS,91
MDV,100
MLT,100
MUS,85
MEX,12
MNG,91
MAR,3
NPL,5
NIC,6
NOR,100
OMN,90
PSE,30
PAN,22
PRY,9
PHL,12
POL,81
QAT,53
RUS,80
KNA,100
LCA,100
VCT,68
SEN,5
SGP,100
ESP,100
LKA,18
SDN,4
SUR,6
SWE,100
THA,98
TTO,56
TUN,81
TUR,86
GBR,100
URY,96
